prompt,description,inputs,steps,expected_output,platform,domain,feature,aspect,scope
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm kiếm nhiều từ,"query=""...""","1) Nhập query nhiều từ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả liên quan hiển thị,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Từ đồng nghĩa,Không có,"1) Nhập từ đồng nghĩa
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả nhất quán,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query có dấu gạch nối,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập từ có dấu - hoặc ký tự đặc biệt
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Toán tử Boolean,Không có,"1) Dùng AND
2) OR
3) Quan sát kết quả",Hệ thống trả đúng logic,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Case sensitivity,Không có,"1) Nhập chữ hoa/thường
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả xử lý hợp lý,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Ký tự accent,Không có,"1) Nhập query có dấu tiếng Việt
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query chứa số,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập query có số
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả hiển thị đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Wildcard,Không có,"1) Dùng * hoặc ?
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống trả kết quả phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Stop words,Không có,"1) Nhập từ có 'the'
2) 'and'
3) Quan sát kết quả",Xử lý đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sai chính tả,Không có,"1) Nhập từ sai chính tả
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống gợi ý đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Voice search,"query=""...""","1) Thực hiện voice search
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả đúng với giọng nói,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query đa ngôn ngữ,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập nhiều ngôn ngữ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả hiển thị phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query theo địa điểm,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập từ khóa địa điểm
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả chính xác theo location,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Query mơ hồ,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Nhập từ khóa mơ hồ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị gợi ý thay thế phù hợp,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Kết quả liên quan nhất ở đầu,Không có,"1) Nhập query phổ biến
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả liên quan nhất hiển thị trên cùng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sort theo giá,giá_trị=...,"1) Chọn sort giá tăng/giảm
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Danh sách sort chính xác,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Số lượng kết quả đúng,giá_trị=...,"1) So sánh số hiển thị với thực tế
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Khớp với count,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Hình ảnh sản phẩm hiển thị,Không có,"1) Nhập query sản phẩm
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Mọi kết quả có hình ảnh,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tên/mô tả khớp query,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Quan sát tên/mô tả
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Khớp với query,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Giá hiển thị chính xác,giá_trị=...,"1) Quan sát giá
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Khớp với DB,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Review đúng sản phẩm,Không có,"1) Quan sát đánh giá
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Gắn đúng sản phẩm,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Tìm theo brand,Không có,"1) Nhập brand
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị đúng sản phẩm brand,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Quick View,Không có,"1) Nhấn Quick View
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị đúng sản phẩm,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Trạng thái tồn kho,Không có,"1) Quan sát tồn kho
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Khớp DB,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sản phẩm liên quan,Không có,"1) Quan sát mục liên quan
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hiển thị sản phẩm liên quan,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Sản phẩm tài trợ,Không có,"1) Quan sát mục tài trợ
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Gắn nhãn rõ ràng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Click kết quả,Không có,"1) Click link
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Điều hướng đúng,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Thêm sản phẩm vào giỏ,Không có,"1) Thêm từ search
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Sản phẩm thêm thành công,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; kiểm thử chức năng theo yêu cầu nghiệp vụ - Tạo test case cho tìm kiếm - chức năng (tổng quát) [cả hai],Hiệu năng khi traffic cao,Không có,"1) Mô phỏng nhiều user
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Kết quả vẫn hiển thị nhanh,cả hai,tổng quát,tìm kiếm,chức năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên hiệu năng (SLA/latency/throughput); môi trường gần sản xuất - Tạo test case cho tìm kiếm - hiệu năng (tổng quát) [cả hai],Load test nhiều query đồng thời,"truy_vấn=..., dữ_liệu=tập dữ liệu","1) Dùng công cụ gửi nhiều query song song
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả","Hệ thống ổn định, không crash",cả hai,tổng quát,tìm kiếm,hiệu năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên hiệu năng (SLA/latency/throughput); môi trường gần sản xuất - Tạo test case cho tìm kiếm - hiệu năng (tổng quát) [cả hai],Đo response time khi tải trung bình,Không có,"1) Thực hiện nhiều query
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Thời gian phản hồi đạt SLA,cả hai,tổng quát,tìm kiếm,hiệu năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên hiệu năng (SLA/latency/throughput); môi trường gần sản xuất - Tạo test case cho tìm kiếm - hiệu năng (tổng quát) [cả hai],Spike traffic,Không có,"1) Tăng đột ngột số query
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống vẫn hoạt động,cả hai,tổng quát,tìm kiếm,hiệu năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên hiệu năng (SLA/latency/throughput); môi trường gần sản xuất - Tạo test case cho tìm kiếm - hiệu năng (tổng quát) [cả hai],Giờ cao điểm,Không có,"1) Test vào giờ peak
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Hệ thống ổn định,cả hai,tổng quát,tìm kiếm,hiệu năng,dùng chung
Hệ thống cả hai; vai trò: Người dùng/Tester; môi trường: Chrome/Edge; ưu tiên hiệu năng (SLA/latency/throughput); môi trường gần sản xuất - Tạo test case cho tìm kiếm - hiệu năng (tổng quát) [cả hai],Concurrent search ảnh hưởng server,"query=""...""","1) Theo dõi CPU/memory khi concurrent
2) Thực hiện hành động theo mô tả
3) Quan sát kết quả",Không vượt ngưỡng,cả hai,tổng quát,tìm kiếm,hiệu năng,dùng chung
